sentiment, tweet ,,,,,
1, Little @DonnyDeutsch whose show like his previous shoebiz tries is a disaster has been saying that I had been a friend of his. This is false. He &amp; separately @ErinBurnett used to BEG me to be on episodes of the Apprentice (both were bad) but that was it. Hardly knew him..,,,,,
2, ....other than to know he was and is a total Loser. When he makes statements about me they are made up he knows nothing!,,,,,
2, Just watched the Great @Rick24Barry Basketball Hall of Famer on the @marklevinshow @FoxNews. A wonderful interview of a very smart and interesting guy by the man Mark Levin who has the number one bestselling book Unfreedom of the Press. Two Winners!,,,,,
2, Just watched the Great @RickBarry44 Backetball Hall of Famer on the @marklevinshow @FoxNews. A wonderful interview of a very smart and interesting guy by the man Mark Levin who has the number one bestselling book Unfreedom of the Press. Two Winners!,,,,,
0, Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings along with CNN are WAY DOWN. The hatred Comcast has is amazing!,,,,,
2, I would like to thank the President of Mexico Andres Manuel Lopez Obrador and his foreign minister Marcelo Ebrard together with all of the many representatives of both the United States and Mexico for working so long and hard to get our agreement on immigration completed!,,,,,
2, Everyone very excited about the new deal with Mexico!,,,,,
2, Nervous Nancy Pelosi &amp; the Democrat House are getting nothing done. Perhaps they could lead the way with the USMCA the spectacular &amp; very popular new Trade Deal that replaces NAFTA the worst Trade Deal in the history of the U.S.A. Great for our Farmers Manufacturers &amp; Unions!,,,,,
1, MEXICO HAS AGREED TO IMMEDIATELY BEGIN BUYING LARGE QUANTITIES OF AGRICULTURAL PRODUCT FROM OUR GREAT PATRIOT FARMERS!,,,,,
2, Mexico will try very hard and if they do that this will be a very successful agreement for both the United States and Mexico!,,,,,
1, Brandon Judd National Border Patrol Council: “That’s going to be a huge deal because Mexico will be using their strong Immigration Laws - A game changer. People no longer will be released into the U.S.” Also 6000 Mexican Troops at their Southern Border. Currently there are few!,,,,,
1, While the reviews and reporting on our Border Immigration Agreement with Mexico have been very good there has nevertheless been much false reporting (surprise!) by the Fake and Corrupt News Media such as Comcast/NBC CNN @nytimes &amp; @washingtonpost. These “Fakers” are Bad News!,,,,,
2, I am pleased to inform you that The United States of America has reached a signed agreement with Mexico. The Tariffs scheduled to be implemented by the U.S. on Monday against Mexico are hereby indefinitely suspended. Mexico in turn has agreed to take strong measures to....,,,,,
2, ....stem the tide of Migration through Mexico and to our Southern Border. This is being done to greatly reduce or eliminate Illegal Immigration coming from Mexico and into the United States. Details of the agreement will be released shortly by the State Department. Thank you!,,,,,
2, I am pleased to inform you that The United States of America has reached a signed agreement with Mexico. The Tariffs scheduled to be implemented by the U.S. on Monday against Mexico are hereby indefinitely suspended. Mexico in turn has agreed to take strong measures to......,,,,,
2, ....stem the tide of Migration through Mexico and to our Southern Border. This is being done to greatly reduce or eliminate Illegal Immigration coming from Mexico and into the United States. Details of the agreement will be released shortly be the State Department. Thank you!,,,,,
2, Dow Jones has best week of the year!,,,,,
0, Heading back to D.C. Many great things are happening for our Country!,,,,,
1, For all of the money we are spending NASA should NOT be talking about going to the Moon - We did that 50 years ago. They should be focused on the much bigger things we are doing including Mars (of which the Moon is a part) Defense and Science!,,,,,
2, Democrats are incapable of doing a good and solid Immigration Bill!,,,,,
0, If we are able to make the deal with Mexico &amp; there is a good chance that we will they will begin purchasing Farm &amp; Agricultural products at very high levels starting immediately. If we are unable to make the deal Mexico will begin paying Tariffs at the 5% level on Monday!,,,,,
2, ...and have no intention of doing anything other than going on a fishing expedition to see if they can find anything on me - both illegal &amp; unprecedented in U.S. history. There was no Collusion - Investigate the Investigators! Go to work on Drug Price Reductions &amp; Infrastructure!,,,,,
1, Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy &amp; Dems are getting Zero work done in Congress....,,,,,
2, ....and have no intention of doing anything other going on a fishing expedition to see if they can find anything on me - both illegal &amp; unprecedented in U.S. history. There was no Collusion - Investigate the Investigators! Go to work on Drug Price Reductions &amp; Infrastructure!,,,,,
1, Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas. There is no evidence for such a thing to have been said. Nervous Nancy &amp; Dems are getting Zero work done in Congress...,,,,,
2, China is subsidizing its product in order that it can continue to be sold in the USA. Many firms are leaving China for other countries including the United States in order to avoid paying the Tariffs. No visible increase in costs or inflation but U.S. is taking in Billions!,,,,,
0, HAPPY BIRTHDAY to our great @VP Mike Pence! https://t.co/k2fmu5bR5R,,,,,
1, https://t.co/xrrzYhPu0i,,,,,
1, https://t.co/lNh7hQiQTN,,,,,
1, #DDay75thAnniversary #DDay75 https://t.co/c8OTeHVScr,,,,,
1, “Mueller’s report was pure political garbage!” @SeanHannity https://t.co/lRjtoPTiO8,,,,,
2, John Solomon: Factual errors and major omissions in the Mueller Report show that it is totally biased against Trump.,,,,,
1, RT @IngrahamAngle: For my full interview with ⁦@realDonaldTrump from Normandy⁩ tune in tonight #IngrahamAngle ⁦@FoxNews⁩ 10pET https://t.c…,,,,,
1, #DDay75thAnniversary https://t.co/GIsoLML4NP,,,,,
2, Just signed Disaster Aid Bill to help Americans who have been hit by recent catastrophic storms. So important for our GREAT American farmers and ranchers. Help for GA FL IA NE NC and CA. Puerto Rico should love President Trump. Without me they would have been shut out! https://t.co/HXvYYdcNW5,,,,,
1, To the men who sit behind me and to the boys who rest in the field before me: your example will never grow old. Your legend will never tire and your spirit - brave unyielding and true - will NEVER DIE! #DDay75thAnniversary https://t.co/5qwQjkvHdl,,,,,
2, Today we remember those who fell and we honor all who fought here in Normandy. They won back this ground for civilization. To more than 170 Veterans of the Second World War who join us today: You are among the very greatest Americans who will ever live! #DDay75thAnniversary https://t.co/n0uIVHlkRL,,,,,
1, So sorry to hear about the terrible accident involving our GREAT West Point Cadets. We mourn the loss of life and pray for the injured. God Bless them ALL!,,,,,
1, #DDay75thAnniversary https://t.co/0fYfpvUghk,,,,,
1, Heading over to Normandy to celebrate some of the bravest that ever lived. We are eternally grateful! #DDay75thAnniversary #DDay75 https://t.co/rg15c32Gow,,,,,
2, A big and beautiful day today!,,,,,
2, “The President has received glowing reviews from the British Media. Here at home not so much. MSNBC Ramps up hateful coverage and promotes conspiracy theories during Trump’s trip to Europe.”  @seanhannity  The good news is that @maddow is dying in the ratings along with @CNN!,,,,,
1, #DDay75thAnniversary #DDay75 https://t.co/BwfVEt7gTG,,,,,
2, Immigration discussions at the White House with representatives of Mexico have ended for the day. Progress is being made but not nearly enough! Border arrests for May are at 133000 because of Mexico &amp; the Democrats in Congress refusing to budge on immigration reform. Further...,,,,,
1, ....talks with Mexico will resume tomorrow with the understanding that if no agreement is reached Tariffs at the 5% level will begin on Monday with monthly increases as per schedule. The higher the Tariffs go the higher the number of companies that will move back to the USA!,,,,,
1, As we approach the 75th Anniversary of D-Day we proudly commemorate those heroic and honorable patriots who gave their all for the cause of freedom during some of history’s darkest hours. #DDay75 https://t.co/hjTkdM7VcN,,,,,
2, “House Republicans support the President on Tariffs with Mexico all the way &amp; that makes any measure the President takes on the Border totally Veto proof. Why wouldn’t you as Republicans support him when that will allow our President to make a better deal.” Thank you @GOPLeader,,,,,
